text,clean_text,label
"INFO RESMI: PT.INDOFOOD Selamat Anda M-DPT MOBIL NISSAN JUKE, Kejutan Pop Mie. PIN:2F5C4D7 HUBUNGI:085715023547 DRS.H.NALDISUPARMAN www.gebyarpopmie40.webs.com",informasi resmi pt indofood selamat anda m dapat mobil nissan juke kejutan pop mie pin 2f5c4d7 hubungi 085715023547 drs h naldisuparman link,1
"Transfer ke Mandiri aja, a/n Resti Amanda norek 9000007701999",transfer ke mandiri saja a n resti amanda norek 900770199,1
Ada semua di panduan pla..dishare di grup ini dan fb,ada semua di panduan pla dishare di grup ini dan fb,0
"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",mega prima tama promo discon 20 50 blackberry dacota rupiah 2 700 00 onyx 2 rupiah 1 8 iphon ipad laptop camera dll informasi link pin bb 2a9ea404,1
Ada belakang warkop deket indomaret gerum 500/bulan,ada belakang warkop deket indomaret gerum 500 bulan,0
"ISI PULSA lebih untung di MYVPLUS! selain dpt PULSA kamu bisa lsg dpt voucher diskon, dpt hadiah dan juga dpt point. Yuk klik : http://bit.ly/Myvplus",isi pulsa lebih untung di myvplus selain dapat pulsa kamu bisa lsg dapat voucher diskon dapat hadiah dan juga dapat point yuk klik link,1
"Ayam (sayap/paha bawah), Nasi, Perkedel Rp. 19.545. GRATIS Teh Pucuk. Tukar SMS ini di CFC HASAN SADIKIN hari ini. Selama Persediaan msh ada. Promo *606#",ayam sayap paha bawah nasi perkedel rupiah 19 545 gratis teh pucuk tukar sms ini di cfc hasan sadikin hari ini selama persediaan msh ada promo 606,1
"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",mudah2an ya dil besok mau coba ke telkom lagi doain yah tear,0
BONUS PULSA Rp 100 rb..!! Spesial untuk kamu pelanggan setia Indosat Ooredo.Hanya dengan isi ulang Rp150rb skrg juga! Penawaran berlaku s.d 13 Jan 2016 (bonus hanya 1x),bonus pulsa rupiah 100 ribu spesial untuk kamu pelanggan setia indosat ooredo hanya dengan isi ulang rp150rb sekarang juga penawaran berlaku s d 13 jan 2016 bonus hanya 1x,1
Kartu SIM Anda telah berhasil diganti. Terima kasih,kartu sim anda telah berhasil diganti terima kasih,0
Dmana aja kang boleh hehe,dmana saja kang boleh tertawa,0
Mohon maaf lahir dan batin ipa3😚😚,mohon maaf lahir dan batin ipa3,0
"Kumpulnya makan daging, jadi gak usah ke resto :D",kumpulnya makan daging jadi tidak usah ke resto d,0
"PUAS Internetan, Chatting, Facebook dan nonton Video selama 30 hari hingga 1.5 GB Cuma Rp 30ribu. Beli paket di *100*1#",puas internetan chatting facebook dan nonton video selama 30 hari hingga 1 5 gb cuma rupiah 30ribu beli paket di 100 1,1
"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",gt shop disc 41 bb z10 3jt bb torch 2jt bb davis 1jt minat galaxy s4 3 5jt cp 08994352577 pin 25a1785b gili sms versi demo link,1
Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat,cara panggil na localhost sistemrumahsakit gerbang rawatdarurat,0
"Nikah juga proses put, kadang diatas, kadang dibawah, gak selalu enak enak wkwkwkwk",nikah juga proses put kadang diatas kadang dibawah tidak selalu enak enak wkwkwkwk,0
No bri atas nama kamu mana,no bri atas nama kamu mana,0
Semoga Allah bersama kita Semua.,semoga allah bersama kita semua,0
Selamat Paket 50 SMS ke semua operator Anda telah aktif. Cek kuota di *888#,selamat paket 50 sms ke semua operator anda telah aktif cek kuota di 88,1
 Di kfc yg deket enhaii ada dy,di kfc yang deket enhaii ada dy,0
Kita kmpul yu sblum puasa :-) waktunya ,kita kmpul yu sblum puasa waktunya,0
"Dapatkan BONUS PULSA hg 50rb jika isi ulang di hari Minggu, isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#",dapatkan bonus pulsa hg 50rb jika isi ulang di hari minggu isi ulang mulai dari 10rb ktk gratis krm ke 123 panduan ketik pan krm ke123 cek bonus tekan 55 3,1
Besok dwm jadi ya praktikum weka. Bawa laptop.,besok dwm jadi ya praktikum weka bawa laptop,0
Migrasikan kartu Anda ke kartuHalo (NOMOR TETAP SAMA). DAPATKAN Paket Spesial 4GB Hanya 25rb/bulan. kunjungi GraPARI & tunjukan SMS ini.(Promo Terbatas).SKB,migrasikan kartu anda ke kartuhalo nomor tetap sama dapatkan paket spesial 4gb hanya 25rb bulan kunjungi grapari tunjukan sms ini promo terbatas skb,1
"supaya kita bisa mulai cepat, tolong posisi duduknya diatur dari awal, diberi jarak satu kolom kosong selang seling.",supaya kita bisa mulai cepat tolong posisi duduknya diatur dari awal diberi jarak satu kolom kosong selang seling,0
"NASIB:Berbagi, berbakti Rutinkan 2 hal ini Maka ringanlah beban2 hidup. dpt wallppr di http://m.m4in.biz/r?74WhuM STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018",nasib berbagi berbakti rutinkan 2 hal ini maka ringanlah beban2 hidup dapat wallppr di link stop 123 66 ketik unreg nasib ke 92828 cs 087789917018,1
INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,indosatpoin plus plus 2013 selamat simcard 6281571xx resmi terpilih m dapat hadiah pin b89c7h9 di sahkan oleh pt indosat informasi klik link,1
"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",saya merasa geleh sendiiri ini lipstik saya merah sekali wkkw mana dapet dikasih ini juga,0
Eh aku instances deh. Diload ga bs ,eh saya instances deh diload tidak bs,0
"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",persiapkan dengan dokumen draftnya diambil di ruang saya slide presentasi tuk pengujian,0
Saya brsik masih cuti bati ke kantor har rabu,saya brsik masih cuti bati ke kantor har rabu,0
"BONUS Rp. 5,000 untuk kamu! Cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  A010",bonus rupiah 5 00 untuk kamu cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya khusus hari ini saja a010,1
"itu masih pake data dummy, ntar gampang itu mh.",itu masih pake data dummy nanti gampang itu mh,0
Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf saya lupa,0
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,kalau agus atau sept belum bisa menjamin ada kalau sekarang ada yang kosong,0
"Koinmu tinggal dikit untuk lanjutin gamesmu? Beli pakai pulsa aja Bro, cek http://tsel.me/jajanonline",koinmu tinggal dikit untuk lanjutin gamesmu beli pakai pulsa saja bro cek link,1
"Mudahnya KTA baru untuk pinjaman s/d 200 jt.. bunga 1,5% & gratis asuransi.. copy KTP dan kartu kredit atau slip gaji Hub: mido 021 - 99399003",mudahnya kta baru untuk pinjaman s d 200 juta bunga 1 5 gratis asuransi copy ktp dan kartu kredit atau slip gaji hubungi mido 021 99399003,1
"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",selamat anda mendapatkan kuota tsel sebesar 100sms cek kuota melalui 889 informasi link,1
"Transfer ke BNI aja, a/n SORAYA HARUM rek;0233-293-922 klo sdh kbrin di nmr ini ya!",transfer ke bni saja a n soraya harum rekening 0233 293 922 klo sudah kbrin di nmr ini ya,1
Beli es kelapa depan d besto teh,beli es kelapa depan d besto teh,0
"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",yuk internet an ngebut untuk akses fb twitter chatting dengan beli paket flash 500mb 7hr sesuai zona lokasi mulai rp25rb di 100 433 cek tarif di tsel me fl,1
"Ya Allah, semoga yg mempunyai hp ini & keluarganya selalu dalam Kasih Sayang Mu, diberkahi rejekinya & dijauhkan dari mara bahaya"", jawab Amin jika Anda berkenan",ya allah semoga yang mempunyai handphone ini keluarganya selalu dalam kasih sayang mu diberkahi rejekinya dijauhkan dari mara bahaya jawab amin jika anda berkenan,1
PESAN RESMI Selamat No Simcard Anda M-dptkan Hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info Kelik: www.gebyar3care15.blogspot.com,pesan resmi selamat no simcard anda m dptkan hadiah cek rupiah 100juta dari tri care pin 7y7r8k9z informasi kelik link,1
Besok yuk dua jam bih dari jam 4-6,besok yuk dua jam bih dari jam 4 6,0
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka ,ka saya tidak bisa liat kosannya sekarang soalnya ngerjain uts take home ka,0
Hari ini!! BRONET Special 4GB (2GB 24Jam+2GB 00-06) 60hr Rp24900 dan BRONET 24Jam 1GB 60hr Rp10900. AYO SEGERA aktifkan paket kamu di *123*888#. Info838 LD309,hari ini bronet special 4gb 2gb 24jam 2gb 00 06 60hr rp24900 dan bronet 24jam 1gb 60hr rp10900 ayo segera aktifkan paket kamu di 123 88 info838 ld309,1
BONUS PULSA 10RB! Ayo isi pulsa min. 5rb & dapetkan bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T530,bonus pulsa 10rb ayo isi pulsa min 5rb dapetkan bonus pulsa 10rb untuk nelp ke nmr tri hanya hari ini saja ayo buruan isi pulsa t530,1
Hub kita lg kalo udah dkt wktnya.,hubungi kita lagi kalau sudah dkt wktnya,0
Besok kekantor saya tunggu jam 9 ya..,besok kekantor saya tunggu jam 9 ya,0
"Raih smartphone, diskon merchant & free internet, voice, SMS di Promo 71 Tahun RI dengan tukar 17 Telkomsel POIN mulai 15Ags16 hanya di MyTelkomsel Apps",raih smartphone diskon merchant free internet voice sms di promo 71 tahun ri dengan tukar 17 telkomsel poin mulai 15ags16 hanya di mytelkomsel apps,1
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",maaf pulsa anda tidak cukup untuk melakukan pembelian paket flash yang dipilih silahkan isi ulang pulsa anda,0
nama1 nmr kamu yg ini kan? ntr ayu sms kl udah dpn kosan yah,nama1 nmr kamu yang ini kan nanti ayu sms kalau sudah dpn kosan yah,0
Semangat!! Aku jg nanti bunganya aku titipin ya. Eh mau bunga atau makanan wid?,semangat saya juga nanti bunganya saya titipin ya eh mau bunga atau makanan wid,0
Pada ga aktif si tombol algoritma2 nya teh ga ngerti,pada tidak aktif si tombol algoritma2 nya teh tidak ngerti,0
"PESAN RESMI dri Tri Care,Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt No:Pin undian 94AD653, U/Info kunjungi:www.pusat-bimatricare.jimdo.com",pesan resmi dari tri care selamat anda m dptkan hadiah cek tunai sebesar rupiah 45jt no pin undian 94ad653 untuk informasi kunjungi link,1
GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,gratis internetan 5mb berlaku untuk 7 hari hanya dg isi ulang axismu hari ini rp5 00 ayo isi ulang sekarang juga nikmati bonusnya info838,1
"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",butuh dana tunai cepat 25 250 juta dengan bunga rendah 1 35 flat bln proses dijamin 3 hari syarat mudah informasi ibu yani 081218986001,1
"Mohon maaf, Promosi pinjaman uang tunai, syarat copy kartu kredit, bunga mulai 1,5 % bln, gratis asuransi, hub ANI 021 - 91949720 / LIA 021 - 34343669 , proses cepat",mohon maaf promosi pinjaman uang tunai syarat copy kartu kredit bunga mulai 1 5 bln gratis asuransi hubungi ani 021 91949720 lia 021 34343669 proses cepat,1
"PAKET BRONET 24JAM 2GB 60hr Rp28800 akan segera aktif. Temukan penawaran menarik AXIS lainnya, telp *123#.Info838",paket bronet 24jam 2gb 60hr rp28800 akan segera aktif temukan penawaran menarik axis lainnya telepon 123 info838,1
nama1 di kosan gaaa? Mau numpang dooong,nama1 di kosan gaa mau numpang doong,0
Bebas Pulsa! Ambil bonusmu di *600# (GRATIS). Dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu!,bebas pulsa ambil bonusmu di 600 gratis dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu,1
"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",ada yang tidak bisa jam tertentu kemungkinan pagi jam 8 tapi nanti diumumkan,0
"Semangat yang ibu gita, ibu putri dan bapak adison esok hari. Semoga diberikan yang terbaik. Aamiin",semangat yang ibu gita ibu putri dan bapak adison esok hari semoga diberikan yang terbaik aamiin,0
PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda M-dptkan hadiah ke-3 Dengan kode PIN Anda (B8337H9) U/info hadiah klik; www.hadiah-pt3care34.blogspot.com,pesan resmi pt 3care indonesia berkat isi ulang no anda m dptkan hadiah ke 3 dengan kode pin anda b8337h9 untuk informasi hadiah klik link,1
PROMO BLACKBERRY BB Dakota 2jt BB Torch 1.5jt BB Davis 1.3jt BB Orlando 1.8jt BB Gemini 950rb Berminat Hub : 085715186696 Promo terbatas,promo blackberry bb dakota 2jt bb torch 1 5jt bb davis 1 3jt bb orlando 1 8jt bb gemini 950rb berminat hubungi 085715186696 promo terbatas,1
"Saya ijin undur diri, kalau ada kepentingan mangga di japri saja. Terima kasih (middle eastern woman)",saya ijin undur diri kalau ada kepentingan mangga di japri saja terima kasih middle eastern woman,0
emang berbayar nama1 .,emang berbayar nama1,0
"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",dana tunai kta bunga 0 99 hingga 300 juta syarat ktp cc bisa dengan bpkb rate 0 99 3 hari cair hubungi ayu 081584650877 wa mhn maaf bila menggangu,1
Oh udah yah haha aku bingung jd gimana udh ketinggalan banyak chat,oh sudah yah tertawa saya bingung jd gimana sudah ketinggalan banyak chat,0
"Terimakasih, saat ini Anda masih terdaftar sebagai pelanggan TCash.",terimakasih saat ini anda masih terdaftar sebagai pelanggan tcash,0
Kalau ini gagal. Urg pindah haluan ke sana deh,kalau ini gagal urg pindah haluan ke sana deh,0
Kepada yth bpk/ibu pelanggan tri saya sumargani dr OPERATOR tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat HADIAH dr promo undian 2013 HADIAH KE4 SUZUKI ERTIGA PIN ANDA:7t899b3 info.www.promotri2013.jimdo.com,kepada yang terhormat bpk ibu pelanggan tri saya sumargani dari operator tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms karena nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat hadiah dari promo undian 2013 hadiah ke4 suzuki ertiga pin anda 7t899b3 informasi link,1
Nomormu memang yang paling beruntung: Tes Identitas tersedia untukmu! Menangkan pulsa Rp10rb pada tes ke-30. Kirim SMS Y ke 99455 sekarang! Info:838 VD001,nomormu memang yang paling beruntung tes identitas tersedia untukmu menangkan pulsa rp10rb pada tes ke 30 kirim sms y ke 99455 sekarang informasi 838 vd001,1
"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",use my invite code nxmvf722ue and get a free ride up to rp75 00 redeem it at link,1
"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",special promo bonus kuota 500mb 1hr cukup isi ulang mulai dari 5 00 hari ini ayo buruan isi pulsa sekarang juga t580,1
tes toefl di balai bisa weekend ga?,tes toefl di balai bisa weekend tidak,0
"quota 1,5 GB harga hanya mulai 32,5 ribu, beli paketnya di *100*1# Puas internetan selama 30 hari",quota 1 5 gb harga hanya mulai 32 5 ribu beli paketnya di 100 1 puas internetan selama 30 hari,1
Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,load controller bisa di construct mad kmren saya coba tidak bs terpaksa di dalam fungsi,0
"Okayyy, nanti siang jam 1an hehe. Ga kemana-mana hari ini?",okayy nanti siang jam 1an tertawa tidak kemana mana hari ini,0
Dimulai dari angka 0,dimulai dari angka 0,0
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,iyaa ayyuukk biar kamu bisa reunian dg org sana fir,0
"Mainkan terus games mu sekarang, dan beli koinnya pakai pulsamu, cek caranya di http://tsel.me/jajanonline",mainkan terus games mu sekarang dan beli koinnya pakai pulsamu cek caranya di link,1
Gais kalo dri upi ke unisba pake angkot apa pulang pergi? ,gais kalau dari upi ke unisba pake angkot apa pulang pergi,0
Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,mau yang apa sunday atau apa terus rasa slainya apa,0
Ini Rekeningnya. bank MANDIRI. a/n: ALI SYAMSUDIN. rek: 136-001-198-6939,ini rekeningnya bank mandiri a n ali syamsudin rekening 136 001 198 6939,1
Uangnya dikirim saja ke Rek. BANK BNI A/n. : Sdr ABDUL RAHMAN No. Rek. : 024-8721- 191 SMS saja kalau sudah dikirim. terima kasih,uangnya dikirim saja ke rekening bank bni a n sdr abdul rahman no rekening 024 8721 191 sms saja kalau sudah dikirim terima kasih,1
Pelanggan Yth Slmt kartu GSM Anda men-dpt TABUNGAN HAJI Rp100jt dari Kopi jahe HUT ke 61 no PIN 25efg477r U/info sgr Hub : 082374432257 pelaksana PT. SIDOMUNCUL,pelanggan yang terhormat selamat kartu gsm anda men dapat tabungan haji rp100jt dari kopi jahe hut ke 61 no pin 25efg477r untuk informasi sgr hubungi 082374432257 pelaksana pt sidomuncul,1
"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####  id line: titaniadbl",yang butuh kosan perbulan bisa langsung ditempatin lokasi di gang samping gokana setiabudi khusus cewe jam bebas bersih fasilitas kasur sama lemari kunci pegang masing2 harga 725 bulan bisa hubungi id line titaniadbl,0
"Selamat Paket Flash 10 MB (1 hari) Rp.2500 telah diaktifkan, berlaku s/d tgl 07/08/2016 pk. 23:59 WIB. Paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi Anda. Cek status/berhenti berlangganan melalui *363#. Info detail tarif lihat di Tsel.me/internet",selamat paket flash 10 mb 1 hari rupiah 2500 telah diaktifkan berlaku s d tgl 07 08 2016 pk 23 59 wib paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi anda cek status berhenti berlangganan melalui 363 informasi detail tarif lihat di tsel me internet,1
Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,mau nonton bioskop gratis bersama keluarga cigna berikan khusus untuk anda tunggu telepon dari kami informasi cigna klik bit ly tentangcigna,1
cuma Rp 7500 dapat nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo   internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,cuma rupiah 7500 dapat nelpon dan sms unlimited ke sesama indosat ooredoo internetan sepuasnya 3 hari dengan paket ramadhan unlimited ketik 123 88,1
